Name,Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,0.02,0,0,0,0.03,,7.3,T
Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,0,0,0.03,0,0.03,,,
Super Duper Sumos,GBA,N/A,Action,0.02,0.01,0,0,0.03,57,,E
UK Truck Simulator,PC,2010,Simulation,0,0.03,0,0,0.03,,,
CID The Dummy,PSP,2009,Platform,0.02,0,0,0,0.03,41,,E10+
MechAssault: Phantom War,DS,2006,Simulation,0.03,0,0,0,0.03,66,4.5,T
Loading Human,PS4,2016,Adventure,0.01,0.01,0,0,0.03,,,
The Settlers II 10th Anniversary,PC,2006,Action,0,0.02,0,0,0.03,,,
The Last Guy,PS3,2009,Action,0,0,0.03,0,0.03,77,6.9,E10+
Disney Sports Soccer,GBA,2002,Sports,0.02,0.01,0,0,0.03,68,,E
Kangokutou Mary Skelter,PSV,2016,Role-Playing,0,0,0.03,0,0.03,,,
101-in-1 Sports Party Megamix,Wii,2010,Sports,0.02,0,0,0,0.03,41,,E10+
Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,0,0,0.03,0,0.03,,,
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,0,0,0.03,0,0.03,,,
Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,0,0,0.03,0,0.03,,,
SingStar Chartbreaker,PS3,2009,Misc,0,0.02,0,0.01,0.03,,,
Botanicula,PC,2012,Adventure,0,0.02,0,0,0.03,82,8.3,
D1 Professional Drift Grand Prix Series,PS2,2005,Racing,0.01,0.01,0,0,0.03,45,,E10+
Max Payne,GBA,2003,Shooter,0.02,0.01,0,0,0.03,78,7.8,M
Timeshock! Pro Pinball,PS,1998,Misc,0.02,0.01,0,0,0.03,,,
Little Bears,DS,2009,Simulation,0.03,0,0,0,0.03,,,E
Starry ? Sky: In Winter,PSP,2011,Misc,0,0,0.03,0,0.03,,,
Rush Hour,PS,1997,Misc,0.02,0.01,0,0,0.03,,,
Pro Cast Sports Fishing,XB,2003,Sports,0.02,0.01,0,0,0.03,49,,E
Gintama: Banji Oku Chuubu!,Wii,2007,Action,0,0,0.03,0,0.03,,,
Pro Evolution Soccer 2012,3DS,2011,Action,0.02,0,0,0,0.03,,,
Saka Agari Hurricane Portable,PSP,2011,Adventure,0,0,0.03,0,0.03,,,
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,0,0,0.03,0,0.03,,,
Rugby League Live,X360,2010,Sports,0,0.02,0,0,0.03,,,
Star Trek: Tactical Assault,PSP,2006,Strategy,0.02,0,0,0,0.03,64,7.9,E
Cossacks: European Wars,PC,2001,Strategy,0,0.02,0,0,0.03,74,8.6,T
Yuusha Shisu.,PSV,2016,Role-Playing,0,0,0.03,0,0.03,,,
MX vs. ATV Supercross,PS3,2014,Racing,0.02,0.01,0,0,0.03,58,3.5,E
Dakar 2: The World's Ultimate Rally,GC,2003,Racing,0.02,0.01,0,0,0.03,,,
Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,0,0,0.03,0,0.03,,,
Kisuato,PSV,2015,Adventure,0,0,0.03,0,0.03,,,
NBA 2K7,XB,2006,Sports,0.02,0.01,0,0,0.03,83,8.6,E
Auto Modellista,GC,2003,Racing,0.02,0.01,0,0,0.03,62,,E
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,0,0,0.03,0,0.03,,,
1000 Cooking Recipes from ELLE à table,DS,2010,Misc,0,0.02,0,0,0.03,,,
Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,0.02,0.01,0,0,0.03,,,E10+
Dave Mirra Freestyle BMX 3,GBA,2002,Sports,0.02,0.01,0,0,0.03,78,,E
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,0,0,0.03,0,0.03,,,
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,0,0,0.03,0,0.03,,,
XBLAZE Code: Embryo,PSV,2013,Adventure,0.01,0,0.01,0,0.03,43,7.4,M
Eco Creatures: Save The Forest,DS,2007,Adventure,0.03,0,0,0,0.03,55,,E
Frogger: Ancient Shadow,XB,2005,Platform,0.02,0.01,0,0,0.03,47,,E
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,0,0,0.03,0,0.03,,,
Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,0,0,0.03,0,0.03,,,
Dream Girl Premier,3DS,2015,Misc,0,0,0.03,0,0.03,,,
Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,0,0,0.03,0,0.03,,,
La Pucelle: Ragnarok,PSP,2009,Role-Playing,0,0,0.03,0,0.03,,,
Darius II,SAT,1995,Shooter,0,0,0.03,0,0.03,,,
Bleach: Soul Carnival 2,PSP,2009,Fighting,0,0,0.03,0,0.03,,,
ParaParaParadise,PS2,2001,Misc,0,0,0.03,0,0.03,,,
Warhammer: Mark of Chaos,PC,2006,Strategy,0,0.02,0,0,0.03,73,7.4,M
Tiger & Bunny: On-Air Jack!,PSP,2012,Action,0,0,0.03,0,0.03,,,
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,0,0,0.03,0,0.03,,,
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,0,0,0.03,0,0.03,,,
Warship Gunner 2,PS2,2006,Simulation,0.01,0.01,0,0,0.03,62,8.5,T
Putty Squad,PSV,2013,Platform,0.01,0.01,0,0.01,0.03,,8.2,E10+
Gotcha Force,GC,2003,Shooter,0.01,0,0.01,0,0.03,56,8.2,E
Driver: Parallel Lines,Wii,2007,Racing,0.01,0.01,0,0,0.03,59,6,M
Battlefield Vietnam,PC,2004,Shooter,0,0.02,0,0,0.03,84,7.5,T
Rugby League Live,PS3,2010,Sports,0,0.02,0,0.01,0.03,,,
Secret Files 2: Puritas Cordis,Wii,2009,Adventure,0,0.02,0,0,0.03,70,,T
The Perfect Golf,PS,1995,Sports,0,0,0.03,0,0.03,,,
Wrestle Kingdom,PS2,2006,Fighting,0,0,0.03,0,0.03,,,
Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,0.02,0.01,0,0,0.03,,,
Dead Rising 2,PS4,2016,Action,0.01,0,0.01,0,0.03,82,6.6,M
Mojo!,XB,2003,Puzzle,0.02,0.01,0,0,0.03,,,
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,0,0.02,0,0,0.03,83,8.4,M
Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,0,0,0.03,0,0.03,,,
Young Justice: Legacy,Wii,2013,Action,0,0.03,0,0,0.03,,,T
Steins;Gate 0,PS3,2015,Adventure,0,0,0.03,0,0.03,,,
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,0,0.03,0,0,0.03,,8.8,E
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,0,0,0.03,0,0.03,,,
Totally Spies! Totally Party,PC,2008,Misc,0,0.02,0,0,0.03,,,
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,0,0,0.03,0,0.03,,,
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,0.02,0.01,0,0,0.03,75,9,T
Brothers Conflict: Passion Pink,PSP,2012,Action,0,0,0.03,0,0.03,,,
Clannad,X360,2008,Adventure,0,0,0.03,0,0.03,,,
Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,0,0,0.03,0,0.03,,,
Jet Grind Radio,GBA,2003,Action,0.02,0.01,0,0,0.03,74,9.3,E
Rugby Challenge 3,PS3,2016,Sports,0,0.02,0,0,0.03,,,
Prince of Persia (2008),PC,2008,Action,0,0.02,0,0,0.03,,,
My Frogger: Toy Trials,DS,2006,Action,0.02,0,0,0,0.03,66,,E
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,0,0,0.03,0,0.03,,,
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,0,0.02,0,0,0.03,86,9,M
Magicka,PC,2011,Role-Playing,0,0.02,0,0.01,0.03,74,7.6,T
Schlag den Raab,PC,2010,Misc,0,0.02,0,0,0.03,,,
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,0.02,0.01,0,0,0.03,76,6.5,T
The Adventures of Lomax,PS,1996,Platform,0.01,0.01,0,0,0.03,,,
Under the Skin,PS2,2004,Action,0.01,0.01,0,0,0.03,55,,T
Emily Archer and the Curse of Tutankhamun,DS,2011,Adventure,0,0.02,0,0,0.03,,,E10+
Kabu Trader Shun,DS,2007,Action,0,0,0.03,0,0.03,,,
Hermie Hopperhead: Scrap Panic,PS,1995,Platform,0,0,0.02,0,0.03,,,
Poy Poy,PS,1997,Action,0.01,0.01,0,0,0.03,,,
NHL 07,XB,2006,Sports,0.02,0.01,0,0,0.03,75,7.7,E10+
MX vs. ATV Supercross Encore,XOne,2015,Sports,0.02,0,0,0,0.03,45,,
AMNESIA World,PSV,2014,Adventure,0,0,0.03,0,0.03,,,
DrumMania 7th Mix,PS2,2001,Simulation,0,0,0.03,0,0.03,,,
Runabout 3: Neo Age,PS2,2002,Racing,0,0,0.03,0,0.03,,,
The Technomancer,XOne,2016,Role-Playing,0.01,0.01,0,0,0.03,68,7.4,M
Resident Evil 5 HD,PS4,2016,Action,0.02,0,0,0.01,0.03,,,
Aegis of Earth: Protonovus Assault,PSV,2016,Action,0.01,0.01,0,0.01,0.03,,8.3,T
Teddy Together,3DS,2016,Simulation,0,0.02,0,0,0.03,,,
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,0,0,0.03,0,0.03,,,
Guild Wars: Nightfall,PC,2006,Role-Playing,0,0.02,0,0,0.03,84,8.7,T
NatGeo Challenge! Wild Life,X360,2010,Misc,0,0.02,0,0,0.03,,,
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,0.02,0.01,0,0,0.03,,,
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,0,0,0.03,0,0.03,,,
Battlezone,PSP,2006,Shooter,0.02,0,0,0,0.03,57,,E10+
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,0,0,0.03,0,0.03,,,
Medal of Honor: Vanguard,PS2,2007,Shooter,0,0,0.03,0,0.03,63,6.1,T
Touch Shot! Love Application,PS3,2012,Adventure,0,0,0.03,0,0.03,,,
Nanotek Warrior,PS,1997,Shooter,0.01,0.01,0,0,0.03,,,
Galileo,DS,2008,Adventure,0,0,0.03,0,0.03,,,
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,0,0,0.03,0,0.03,,,
Cake Mania: Baker's Challenge,PS2,2008,Puzzle,0.01,0.01,0,0,0.03,,,E
Super Monkey Ball Adventure,PS2,2006,Platform,0.01,0.01,0,0,0.03,53,6.7,E
Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,0,0,0.03,0,0.03,,,
Madden NFL 07,GBA,2006,Sports,0.02,0.01,0,0,0.03,68,9.3,E
One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,0,0,0.03,0,0.03,,,
Renegade Racers,PS,1999,Racing,0.01,0.01,0,0,0.03,,,
The Legend of Korra (3DS),3DS,2014,Strategy,0.02,0,0,0,0.03,,,
MySims,PC,2008,Simulation,0,0.02,0,0,0.03,70,6.4,E
The Sims 2: Bon Voyage,PC,2007,Simulation,0.01,0.01,0,0,0.03,74,7.3,T
AniMates!,DS,2007,Simulation,0.02,0,0,0,0.03,33,2.5,E
Franklin the Turtle,GBA,2005,Misc,0.02,0.01,0,0,0.03,,,
Senran Kagura: Bon Appétit!,PSV,2014,Misc,0,0,0.03,0,0.03,,,
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,0,0.02,0,0,0.03,46,4.7,T
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,0,0.02,0,0,0.03,59,6.6,E
My Ballet Studio,Wii,2009,Simulation,0.02,0,0,0,0.03,,,E
Backyard NFL Football,Wii,2007,Sports,0.02,0,0,0,0.03,,,
Aegis of Earth: Protonovus Assault,PS4,2016,Action,0.02,0,0,0,0.03,57,7.8,T
Gauntlet / Rampart,GBA,2005,Misc,0.02,0.01,0,0,0.03,,,E
Bully: Scholarship Edition,PC,2008,Action,0,0.02,0,0,0.03,72,7.5,T
River King: Wonderful Journey,PS2,2005,Sports,0.01,0.01,0,0,0.03,,,
Sengoku Otome: Legend Battle,PSV,2016,Action,0,0,0.03,0,0.03,,,
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,0,0.02,0,0,0.03,,3.2,E
Justice League Heroes: The Flash,GBA,2006,Action,0.02,0.01,0,0,0.03,72,7.4,E10+
Pop Cutie! Street Fashion Simulation (JP sales),DS,2008,Simulation,0,0,0.03,0,0.03,,,
Harvest Moon: Skytree Village,3DS,2016,Simulation,0.02,0,0,0,0.03,,7.4,E
Age of Empires III: Gold Edition,PC,2007,Strategy,0,0.02,0,0,0.03,,7.8,T
Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,0,0,0.03,0,0.03,,,
World War II Combat: Road To Berlin,XB,2006,Shooter,0.02,0.01,0,0,0.03,,1.2,M
Metal Saga,PS2,2005,Role-Playing,0.01,0.01,0,0,0.03,62,7.3,T
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,0,0.02,0,0.01,0.03,72,8.3,M
CID The Dummy,Wii,2009,Platform,0.02,0,0,0,0.03,31,,E10+
Battlefield 2142,PC,2006,Shooter,0,0.02,0,0,0.03,80,6.8,T
Imagine: Sweet 16,DS,2010,Simulation,0.02,0,0,0,0.03,,,E
Last Escort 2: Shinya no Amai Toge,PS2,2008,Adventure,0,0,0.03,0,0.03,,,
Pop'n Music 13 Carnival,PS2,2006,Simulation,0,0,0.03,0,0.03,,,
Air Conflicts: Secret Wars,PC,2011,Simulation,0,0.02,0,0.01,0.03,65,6.4,T
Bookworm,GBA,2004,Puzzle,0.02,0.01,0,0,0.03,62,,E
Monster Mayhem: Build and Battle,Wii,2009,Simulation,0.02,0,0,0,0.03,,,E10+
Tokushu Houdoubu,PSV,2012,Adventure,0,0,0.03,0,0.03,,,
My DoItAll,DS,2009,Misc,0.02,0,0,0,0.03,60,,E
Shakugan no Shana,PS2,2006,Adventure,0,0,0.03,0,0.03,,,
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,0,0,0.03,0,0.03,,,
Lost Planet 2,PC,2010,Shooter,0,0.02,0,0,0.03,63,6.3,T
Kawasaki Snowmobiles,Wii,2008,Racing,0.02,0,0,0,0.03,,2,E
X3: Terran Conflict,PC,2008,Simulation,0,0.02,0,0,0.03,73,7.9,T
The King of Fighters: Maximum Impact - Maniax,XB,N/A,Fighting,0.02,0.01,0,0,0.03,,,
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,0,0,0.03,0,0.03,,,
HotBrain,PSP,2007,Puzzle,0.02,0,0,0,0.03,,,
Hankou Shashin,SAT,1996,Adventure,0,0,0.03,0,0.03,,,
Little Busters! Converted Edition,PSV,2012,Action,0,0,0.03,0,0.03,,,
Open Season,PS2,2006,Platform,0.01,0.01,0,0,0.03,57,,E10+
Pro Yakyuu Family Stadium,Wii,2008,Sports,0,0,0.03,0,0.03,,,
Marker Man Adventures,DS,2009,Platform,0.02,0,0,0,0.03,,,E
Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,0,0,0.03,0,0.03,,,
Agatha Christie's The ABC Murders,PS4,2016,Adventure,0.01,0.01,0,0,0.03,67,6.2,T
Moyashimon DS,DS,2009,Action,0,0,0.03,0,0.03,,,
Ocean Commander,Wii,2009,Simulation,0.02,0,0,0,0.03,,,E
Let's Play Ballerina,Wii,2010,Sports,0.02,0,0,0,0.03,,,E
Atari Flashback Classics: Volume 1,PS4,2016,Misc,0.02,0,0,0,0.03,,,E
A Ressha de Gyoukou 2001,PS2,2001,Simulation,0,0,0.03,0,0.03,,,
Starry ? Sky: In Autumn,PSP,2010,Misc,0,0,0.03,0,0.03,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,0,0,0.03,0,0.03,,,
Pitball,PS,1996,Sports,0.01,0.01,0,0,0.03,,,
D.C. III: Da Capo III,PSP,2013,Adventure,0,0,0.03,0,0.03,,,
Combat Wings: The Great Battles of WWII,Wii,N/A,Simulation,0.02,0,0,0,0.03,,,
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,0.01,0.01,0,0,0.03,52,5.3,M
Ducati Moto,DS,2008,Racing,0.02,0,0,0,0.03,69,,E
Drome Racers,GBA,2003,Racing,0.02,0.01,0,0,0.03,73,,E
SWAT 4,PC,2005,Shooter,0,0.02,0,0,0.03,85,8.6,M
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,0,0,0.03,0,0.03,,,
Heroes of Hellas 2: Olympia,DS,2012,Puzzle,0,0.02,0,0,0.03,,,
X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,0.02,0,0,0,0.03,,,
Battlefield 1942,PC,2002,Shooter,0.01,0.01,0,0,0.03,89,8.6,T
Tenkaichi * Sengoku Lovers,DS,2010,Adventure,0,0,0.03,0,0.03,,,
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,0,0,0.03,0,0.03,,,
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,0,0,0.03,0,0.03,,,
Bode Miller Alpine Skiing,PS2,2006,Sports,0.01,0.01,0,0,0.03,,6.6,E
Magicka Collection,PC,2011,Adventure,0,0.02,0,0,0.03,,7.5,T
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,0,0,0.02,0,0.03,,,
R-Type Delta,PS,1998,Shooter,0.01,0.01,0,0,0.03,,,
Petz: Catz Playground,DS,2010,Simulation,0.02,0,0,0,0.03,,,E
Senjou no Waltz,PSV,2014,Adventure,0,0,0.03,0,0.03,,,
Angelique: Maren no Rokukishi,PSP,2011,Adventure,0,0,0.03,0,0.03,,,
Secrets of the Titanic,DS,2012,Action,0,0.02,0,0,0.03,,,
Captain Morgane and the Golden Turtle,PC,2012,Adventure,0,0.02,0,0,0.03,54,6.2,
Napoleon Dynamite: The Game,DS,2007,Puzzle,0.02,0,0,0,0.03,45,7.3,E10+
Soul Eater: Battle Resonance,PSP,2009,Action,0,0,0.03,0,0.03,,,
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,0,0,0.03,0,0.03,,,
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,0,0,0.03,0,0.03,,,
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,0,0,0.03,0,0.03,,,
Rock 'N' Roll Adventures,Wii,2007,Platform,0.02,0,0,0,0.03,,,E
War Gods,PS,1996,Fighting,0.01,0.01,0,0,0.03,,,
Monster Mayhem: Build and Battle,DS,2009,Simulation,0.02,0,0,0,0.03,,,E
BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,0,0.02,0,0.01,0.03,,6.8,T
Legend of Kay Anniversary,PS4,2015,Action,0,0.02,0,0,0.03,62,6.4,E10+
Evangelion: Jo,PS2,2009,Action,0,0,0.03,0,0.03,,,
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,Shooter,0.02,0,0,0,0.03,70,,M
 Beyblade Burst,3DS,2016,Role-Playing,0,0,0.03,0,0.03,,,
Dungeon Siege II,PC,2005,Role-Playing,0,0.02,0,0,0.03,80,7.9,M
Doki Oki,PS,1995,Adventure,0,0,0.02,0,0.03,,,
Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,0,0,0.03,0,0.03,,,
Battlestations: Pacific,PC,2009,Strategy,0,0.02,0,0,0.03,74,8.4,T
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,0,0,0.03,0,0.03,,,
Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,0,0,0.03,0,0.03,,,
Derby Time 2006,PSP,2006,Sports,0,0,0.03,0,0.03,,,
I Heart Geeks,DS,2011,Puzzle,0.02,0,0,0,0.03,,,
The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,0,0,0.02,0,0.02,,,
Let's Dance with Mel B,PS3,2011,Sports,0,0.02,0,0,0.02,,,
Jewel Quest 5: The Sleepless Star,DS,2012,Action,0,0.02,0,0,0.02,,,
MAPLUS: Portable Navi 3,PSP,2009,Misc,0,0,0.02,0,0.02,,,
Neverwinter Nights Diamond,PC,2004,Role-Playing,0,0.02,0,0,0.02,,8.2,M
DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,0,0,0.02,0,0.02,,,
ZooCube,GC,2002,Puzzle,0.02,0,0,0,0.02,67,6.1,E
GRID Autosport,PC,2014,Racing,0,0.02,0,0,0.02,78,6.2,E
Spy Hunter / Super Sprint,GBA,2005,Racing,0.02,0.01,0,0,0.02,,,
Demon Gaze 2,PSV,2014,Role-Playing,0,0,0.02,0,0.02,,,
Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,0,0,0.02,0,0.02,,,
Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,0,0,0.02,0,0.02,,,
Room Zoom: Race for Impact,XB,2004,Racing,0.02,0.01,0,0,0.02,,,
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,0,0,0.02,0,0.02,,,
Tube Slider,GC,N/A,Racing,0.02,0,0,0,0.02,62,,E
America Oudan Ultra-Quiz,SAT,1995,Misc,0,0,0.02,0,0.02,,,
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,0,0,0.02,0,0.02,,,
Shinseiki Evangelion: Battle Orchestra,PS2,2007,Fighting,0,0,0.02,0,0.02,,,
Let's Play Garden,Wii,2010,Simulation,0.02,0,0,0,0.02,,,E
My Animal Centre,Wii,2009,Simulation,0,0.02,0,0,0.02,,,
Blade Arcus from Shining EX,PS4,2015,Fighting,0,0,0.02,0,0.02,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,0,0,0.02,0,0.02,,,
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008,Action,0,0,0.02,0,0.02,,,
Battlefield 2: Modern Combat(JP sales),PS2,2005,Shooter,0,0,0.02,0,0.02,,,
Petz: Dolphinz Encounter,DS,2009,Simulation,0.01,0.01,0,0,0.02,,,E
The Lord of the Rings: Conquest,PC,2009,Action,0,0.02,0,0,0.02,57,6.7,T
The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,0,0,0.02,0,0.02,,,
Monster High: New Ghoul in School,X360,2015,Action,0,0.02,0,0,0.02,,,E
Stake: Fortune Fighters,XB,2003,Fighting,0.02,0.01,0,0,0.02,26,3.7,T
Assault Suit Leynos,PS4,2016,Shooter,0.02,0,0,0,0.02,67,,E10+
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,N/A,Adventure,0,0,0.02,0,0.02,,,
Serious Sam Advance,GBA,2004,Shooter,0.02,0.01,0,0,0.02,51,7.2,M
Pop'n Music 12 Iroha,PS2,2006,Simulation,0,0,0.02,0,0.02,,,
Foto Showdown,DS,2010,Role-Playing,0.02,0,0,0,0.02,,,E
Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,0,0,0.02,0,0.02,,,
Turbo: Super Stunt Squad,WiiU,2013,Sports,0,0.02,0,0,0.02,,3.9,E
BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,0,0,0.02,0,0.02,,,
Disney Planes Fire & Rescue,WiiU,2014,Action,0.01,0.01,0,0,0.02,,,
Let's Dance with Mel B,Wii,2011,Sports,0,0.02,0,0,0.02,,,T
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005,Sports,0,0,0.02,0,0.02,,,
Road Trip: The Arcade Edition,GC,2002,Racing,0.02,0,0,0,0.02,,,E
Alien Breed Trilogy,X360,2011,Shooter,0,0.02,0,0,0.02,,,
No More Heroes: Heroes' Paradise,X360,2010,Action,0,0,0.02,0,0.02,,,
Virtua Tennis: World Tour (jp sales),PSP,2005,Sports,0,0,0.02,0,0.02,,,
Captain Morgane and the Golden Turtle,DS,2012,Adventure,0,0.02,0,0,0.02,,,
Cold War,XB,2005,Shooter,0.02,0.01,0,0,0.02,60,8,T
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,0,0,0.02,0,0.02,,,
Steel Battalion: Line of Contact,XB,2004,Simulation,0.02,0.01,0,0,0.02,70,8,T
Reco Love: Blue Ocean,PSV,2016,Adventure,0,0,0.02,0,0.02,,,
Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,0,0,0.02,0,0.02,,,
NBA Starting Five,XB,2002,Sports,0.02,0.01,0,0,0.02,48,5.5,E
Kami Naru Kimi to,PSP,2011,Adventure,0,0,0.02,0,0.02,,,
Spy Hunter: Nowhere To Run,PS2,2006,Racing,0.01,0.01,0,0,0.02,51,6,T
Ikki Tousen: Eloquent Fist,PSP,2008,Fighting,0,0,0.02,0,0.02,,,
Final Fantasy XIV: Heavensward,PC,2015,Action,0.01,0.01,0,0,0.02,86,7.7,T
Omega Quintet,PS4,2014,Role-Playing,0,0,0.02,0,0.02,58,7.1,T
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,0.02,0.01,0,0,0.02,58,,E
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,0,0,0.02,0,0.02,,,
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,0.02,0.01,0,0,0.02,53,,E
Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,0,0,0.02,0,0.02,,,
Final Fantasy XIV: Heavensward,PS3,2015,Action,0.01,0,0.01,0,0.02,,8.2,T
Diabolik Lovers: Vandead Carnival,PSV,2014,Action,0,0,0.02,0,0.02,,,
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,0.02,0.01,0,0,0.02,56,7.7,E
Bunmei Haruka: Aoiza Ibunroku,PSP,2011,Action,0,0,0.02,0,0.02,,,
Atari Flashback Classics: Volume 2,PS4,2016,Misc,0.02,0,0,0,0.02,,,E
Vantage Master Portable,PSP,2008,Role-Playing,0,0,0.02,0,0.02,,,
Viva Pinata,PC,2007,Simulation,0,0.02,0,0,0.02,78,7.8,E
Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,0,0,0.02,0,0.02,,,
Moto Racer DS,DS,2008,Racing,0,0.02,0,0,0.02,73,,E
Neverwinter Nights 2,PC,2006,Role-Playing,0,0.02,0,0,0.02,82,6.5,T
O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,0.02,0,0,0,0.02,,,
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008,Misc,0,0,0.02,0,0.02,,,
PopCap Hits! Vol 2,X360,2011,Misc,0,0.02,0,0,0.02,,,
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,0,0.02,0,0,0.02,75,8.6,T
Jurassic Park: Operation Genesis,PC,2003,Simulation,0,0.02,0,0,0.02,72,8.7,T
